name,date,location,Lat,Long
Lecture series for students on AIDS,"August 31, 2007",KARNATAKA,15.317277,75.71389
â€œMedical fraternity is accountable to patientsâ€,"September 02, 2007",TAMIL NADU,11.127123,78.656891
Network to be formed to serve the HIV-affected,"September 02, 2007",TAMIL NADU,11.127123,78.656891
Domestic violence: separate cell mooted,"September 02, 2007",ANDHRA PRADESH,15.9129,79.73999
Suicide seems to be the way out for many,"September 03, 2007",ANDHRA PRADESH,15.9129,79.73999
"School for children with HIV, AIDS","September 03, 2007",KARNATAKA,15.317277,75.71389
All AIDS prevention projects to be reviwed,"July 28, 2007",KARNATAKA,15.317277,75.71389
Welfare programmes for tribals,"July 29, 2007",TAMIL NADU,11.127123,78.656891
Magician makes a positive gesture,"July 28, 2007",ANDHRA PRADESH,15.9129,79.73999
Helping them think positive,"July 28, 2007",ANDHRA PRADESH,15.9129,79.73999
Increase in education loans,"July 28, 2007",TAMIL NADU,11.127123,78.656891
Task force to tackle AIDS,"July 29, 2007",ANDHRA PRADESH,15.9129,79.73999
"Treat transgendered with dignity, Chidambaram urges people","July 29, 2007",TAMIL NADU,11.127123,78.656891
â€œFollow standard operating proceduresâ€,"July 30, 2007",KARNATAKA,15.317277,75.71389
APSACS embraces Gandhigiri,"July 21, 2007",ANDHRA PRADESH,15.9129,79.73999
New hotspots of AIDS causing concern to authorities,"July 29, 2007",NEW DELHI,28.632429,77.218788
Roja Koottam â€“ fighting a disease with empathy,"July 30, 2007",TAMIL NADU,11.127123,78.656891
Arogya Utsav from tomorrow,"July 19, 2007",ANDHRA PRADESH,15.9129,79.73999
Arogya Utsav begins at AMC,"July 18, 2007",ANDHRA PRADESH,15.9129,79.73999
HIV positive women assured of aid,"July 18, 2007",NEW DELHI,28.632429,77.218788
AIDS treatment centre in August,"July 18, 2007",ANDHRA PRADESH,15.9129,79.73999
On a mission to India,"July 19, 2007",TAMIL NADU,11.127123,78.656891
Court directive to State on HIV patients,"July 19, 2007",ANDHRA PRADESH,15.9129,79.73999
Show on HIV/AIDS,"July 20, 2007",KERALA,10.850516,76.27108
Bishop resents Ministerâ€™s statement,"July 19, 2007",KERALA,10.850516,76.27108
Rehabilitation for woman victims of trafficking,"July 20, 2007",ANDHRA PRADESH,15.9129,79.73999
Camp on HIV/AIDS concludes,"July 20, 2007",NEW DELHI,28.632429,77.218788
Health â€˜melasâ€™ planned,"July 21, 2007",TAMIL NADU,11.127123,78.656891
Make HIV test mandatory before marriage: study,"July 21, 2007",ANDHRA PRADESH,15.9129,79.73999
Weavers told to improve production,"July 22, 2007",TAMIL NADU,11.127123,78.656891
Many support mandatory pre-marital HIV test,"July 23, 2007",ANDHRA PRADESH,15.9129,79.73999
Handloom weavers in Salem told to improve production,"July 23, 2007",TAMIL NADU,11.127123,78.656891
Educational concerns,"July 23, 2007",ANDHRA PRADESH,15.9129,79.73999
Mobile counselling and testing centre to be introduced,"July 23, 2007",TAMIL NADU,11.127123,78.656891
chennai today,"July 25, 2007",TAMIL NADU,11.127123,78.656891
New method in place for safe disposal of bio-waste,"July 25, 2007",TAMIL NADU,11.127123,78.656891
Vijayawada today,"July 25, 2007",ANDHRA PRADESH,15.9129,79.73999
A motivational effort indeed,"July 26, 2007",ANDHRA PRADESH,15.9129,79.73999
Financial aid given,"July 26, 2007",ANDHRA PRADESH,15.9129,79.73999
New method in place for safe disposal of bio-waste,"July 26, 2007",TAMIL NADU,11.127123,78.656891
NGOs join hands to help tribals,"July 26, 2007",TAMIL NADU,11.127123,78.656891
Japanese grants for NGOs,"July 26, 2007",TAMIL NADU,11.127123,78.656891
"Treat transgendered with dignity, Chidambaram urges people","July 30, 2007",TAMIL NADU,11.127123,78.656891
Quality of blood improves,"July 31, 2007",TAMIL NADU,11.127123,78.656891
bangalore Today,"July 31, 2007",KARNATAKA,15.317277,75.71389
Campaign against HIV/AIDS in State to focus on mother-to-child transmission,"August 01, 2007",TAMIL NADU,11.127123,78.656891
Campaign against drugs to continue,"August 01, 2007",TAMIL NADU,11.127123,78.656891
A helping hand from AMG,"August 01, 2007",ANDHRA PRADESH,15.9129,79.73999
IGNOU organises â€˜National Alliance for Mission 2007â€™ convention,"August 01, 2007",NEW DELHI,28.632429,77.218788
HIV/AIDS children face discrimination at schools and family events,"August 02, 2007",NEW DELHI,28.632429,77.218788
They now have life partners,"August 04, 2007",KARNATAKA,15.317277,75.71389
"Instil courage among HIV-positive people, says Mohan Alva","August 04, 2007",KARNATAKA,15.317277,75.71389
HIV+ children readmitted to Pampady school,"August 04, 2007",KERALA,10.850516,76.27108
HIV+ children readmitted to school,"August 04, 2007",KERALA,10.850516,76.27108
Medical camp held,"August 05, 2007",TAMIL NADU,11.127123,78.656891
Campaign for people with HIV launched,"August 05, 2007",KARNATAKA,15.317277,75.71389
"Now, treatment comes to the doorstep of rural women","August 05, 2007",TAMIL NADU,11.127123,78.656891
New ICER laboratory to train young scientists,"August 05, 2007",TAMIL NADU,11.127123,78.656891
A long way to go,"August 06, 2007",TAMIL NADU,11.127123,78.656891
Gene therapy as a cure for diseases,"August 06, 2007",ANDHRA PRADESH,15.9129,79.73999
â€œDonâ€™t fall prey to STDsâ€,"August 06, 2007",ANDHRA PRADESH,15.9129,79.73999
Dedicated to the uplift of the underprivileged,"August 06, 2007",TAMIL NADU,11.127123,78.656891
"People make life hell for cook, family in Udupi district","August 07, 2007",KARNATAKA,15.317277,75.71389
â€˜Prevent AIDS by taking right measuresâ€™,"August 07, 2007",ANDHRA PRADESH,15.9129,79.73999
Ex-cops attacked by HIV-infected inmates,"August 08, 2007",NEW DELHI,28.632429,77.218788
Training programme for private laboratory technicians conducted,"August 08, 2007",TAMIL NADU,11.127123,78.656891
ARV treatment for HIV patients,"August 08, 2007",ANDHRA PRADESH,15.9129,79.73999
Conference on Friday,"August 08, 2007",TAMIL NADU,11.127123,78.656891
Centre plans Urban Health Mission,"August 09, 2007",ANDHRA PRADESH,15.9129,79.73999
â€˜Make mushroom cultivation a backyard industryâ€™,"August 09, 2007",TAMIL NADU,11.127123,78.656891
Seminar,"August 10, 2007",ANDHRA PRADESH,15.9129,79.73999
HIV patients at receiving end,"August 10, 2007",ANDHRA PRADESH,15.9129,79.73999
Business incubator facility getting ready at Rajiv Gandhi Centre,"August 10, 2007",KERALA,10.850516,76.27108
Barnala urges youth to create harmonious world,"August 11, 2007",TAMIL NADU,11.127123,78.656891
Legal action sought in Thombattu incident,"August 11, 2007",KARNATAKA,15.317277,75.71389
Gram sabha meet at 158 panchayats,"August 11, 2007",TAMIL NADU,11.127123,78.656891
Kalam to visit Medak on I-Day,"August 11, 2007",ANDHRA PRADESH,15.9129,79.73999
HIV/AIDS: awareness campaign planned,"August 11, 2007",TAMIL NADU,11.127123,78.656891
Campaign launched,"August 11, 2007",ANDHRA PRADESH,15.9129,79.73999
AIDS-affected advised to live with confidence,"August 12, 2007",ANDHRA PRADESH,15.9129,79.73999
High Court for redrafting of HIV campaign,"August 12, 2007",ANDHRA PRADESH,15.9129,79.73999
Action sought,"August 13, 2007",KARNATAKA,15.317277,75.71389
Campaign extended,"August 14, 2007",TAMIL NADU,11.127123,78.656891
I-Day Grama Sabha to discuss NREG scheme,"August 14, 2007",TAMIL NADU,11.127123,78.656891
State keen on supporting HIV-afflicted persons,"August 15, 2007",ANDHRA PRADESH,15.9129,79.73999
Gram sabha meetings to discuss development issues,"August 14, 2007",TAMIL NADU,11.127123,78.656891
Champion of all that is â€˜positiveâ€™,"August 15, 2007",ANDHRA PRADESH,15.9129,79.73999
Freedom fighters honoured,"August 16, 2007",TAMIL NADU,11.127123,78.656891
Celebrations at Leprosy Home,"August 16, 2007",ANDHRA PRADESH,15.9129,79.73999
Safeguarding child rights,"August 16, 2007",TAMIL NADU,11.127123,78.656891
Connecting industry with AIDS prevention programme,"August 16, 2007",KARNATAKA,15.317277,75.71389
Gram sabha meetings held,"August 17, 2007",TAMIL NADU,11.127123,78.656891
German firm donates medical gadgets,"August 18, 2007",ANDHRA PRADESH,15.9129,79.73999
chennai today,"July 06, 2007",TAMIL NADU,11.127123,78.656891
â€˜Make Indian Pharma Vision 2020 a realityâ€™,"July 05, 2007",TAMIL NADU,11.127123,78.656891
Cycle expedition team calls on Governor,"July 04, 2007",TAMIL NADU,11.127123,78.656891
chennai today,"July 05, 2007",TAMIL NADU,11.127123,78.656891
Vijayawada Today,"July 06, 2007",ANDHRA PRADESH,15.9129,79.73999
New method to treat jaw fractures,"July 06, 2007",ANDHRA PRADESH,15.9129,79.73999
Debate ends in unanimity on the need for mandatory HIV testing,"July 07, 2007",ANDHRA PRADESH,15.9129,79.73999
More legal aid clinics to come up in districts,"July 07, 2007",TAMIL NADU,11.127123,78.656891
Community hall for HIV patients likely,"June 27, 2007",TAMIL NADU,11.127123,78.656891
Manipal University signs MoU with NSW varsity,"June 27, 2007",KARNATAKA,15.317277,75.71389
Centre for HIV-infected,"June 28, 2007",TAMIL NADU,11.127123,78.656891
Nano facility centre to concentrate on health sector,"June 28, 2007",TAMIL NADU,11.127123,78.656891
â€˜Maintain hygiene to fight diseasesâ€™,"June 28, 2007",KARNATAKA,15.317277,75.71389
Eviction: resort plea to be heard HIGH COURT ROUND-UP,"June 28, 2007",KERALA,10.850516,76.27108
Efforts on to save babies from HIV,"June 23, 2007",TAMIL NADU,11.127123,78.656891
Engagements: Chennai,"June 24, 2007",TAMIL NADU,11.127123,78.656891
Chennai today,"June 23, 2007",TAMIL NADU,11.127123,78.656891
A call for awareness,"June 25, 2007",TAMIL NADU,11.127123,78.656891
Tie-up for free paediatric heart surgery,"June 26, 2007",TAMIL NADU,11.127123,78.656891
"Pensions to AIDS widows, says official","June 26, 2007",ANDHRA PRADESH,15.9129,79.73999
Meet to solve row at Pampady school,"June 26, 2007",KERALA,10.850516,76.27108
A â€˜boldâ€™ challenge to State doctors,"June 29, 2007",ANDHRA PRADESH,15.9129,79.73999
Coimbatore to get condom-vending machines,"June 30, 2007",TAMIL NADU,11.127123,78.656891
Helpline,"June 30, 2007",KARNATAKA,15.317277,75.71389
Laboratary & Your Health,"July 01, 2007",TAMIL NADU,11.127123,78.656891
â€œOpen care centre for HIV-affectedâ€,"July 01, 2007",TAMIL NADU,11.127123,78.656891
â€˜Doctors with a heartâ€™ project launched in city,"July 02, 2007",TAMIL NADU,11.127123,78.656891
Industries to support HIV positive,"July 02, 2007",TAMIL NADU,11.127123,78.656891
Assurance on HIV+ children,"July 03, 2007",KERALA,10.850516,76.27108
Ministerâ€™s assurance on HIV+ children,"July 03, 2007",KERALA,10.850516,76.27108
â€˜Doctors with a heartâ€™ project launched,"July 03, 2007",TAMIL NADU,11.127123,78.656891
Greater coordination to curb AIDS stressed,"July 04, 2007",ANDHRA PRADESH,15.9129,79.73999
Cycle rally creates awareness of HIV,"July 04, 2007",TAMIL NADU,11.127123,78.656891
â€˜Palle nidraâ€™ yields no positive result,"July 04, 2007",ANDHRA PRADESH,15.9129,79.73999
Woman commits suicide,"July 04, 2007",TAMIL NADU,11.127123,78.656891
Unanimity on need for mandatory HIV testing,"July 07, 2007",ANDHRA PRADESH,15.9129,79.73999
â€˜Make pharma vision a realityâ€™,"July 09, 2007",TAMIL NADU,11.127123,78.656891
A positive response to HIV + Network,"July 10, 2007",ANDHRA PRADESH,15.9129,79.73999
Focus on sanitation,"July 10, 2007",KARNATAKA,15.317277,75.71389
Project to increase access to drugs,"July 10, 2007",TAMIL NADU,11.127123,78.656891
A word of caution on chest diseases,"July 12, 2007",ANDHRA PRADESH,15.9129,79.73999
A dream come true for them,"July 12, 2007",ANDHRA PRADESH,15.9129,79.73999
A music concert to promote public awareness on AIDS,"July 12, 2007",NEW DELHI,28.632429,77.218788
"Mars, Venus exchange orbits","July 12, 2007",KARNATAKA,15.317277,75.71389
Hi-tech central lab opened,"July 13, 2007",KARNATAKA,15.317277,75.71389
HIV testing van to hit the road,"July 13, 2007",ANDHRA PRADESH,15.9129,79.73999
Campaign for Argentine HIV victim inaugurated,"July 14, 2007",KERALA,10.850516,76.27108
"Blindness control programme has had sustained success, says G.K. Vasan","July 15, 2007",TAMIL NADU,11.127123,78.656891
Books distributed,"July 15, 2007",ANDHRA PRADESH,15.9129,79.73999
Ministerial team to visit Pampady school,"July 15, 2007",KERALA,10.850516,76.27108
Blindness control programme most successful project: Vasan,"July 15, 2007",TAMIL NADU,11.127123,78.656891
Women forum to be launched,"July 16, 2007",NEW DELHI,28.632429,77.218788
Rangers ride for a cause,"July 16, 2007",KARNATAKA,15.317277,75.71389
No decision yet on HIV-positive children,"July 16, 2007",KERALA,10.850516,76.27108
Safe disposal of medical waste stressed in Karur,"July 17, 2007",TAMIL NADU,11.127123,78.656891
Gesture to HIV-affected children,"June 15, 2007",TAMIL NADU,11.127123,78.656891
Plea for steady supply of blood,"June 15, 2007",TAMIL NADU,11.127123,78.656891
Bangalore today,"June 15, 2007",KARNATAKA,15.317277,75.71389
bangalore Today,"June 15, 2007",KARNATAKA,15.317277,75.71389
chennai today,"June 15, 2007",TAMIL NADU,11.127123,78.656891
State to get DFID aid for healthcare,"June 15, 2007",ANDHRA PRADESH,15.9129,79.73999
35 children get tested for HIV,"June 14, 2007",KARNATAKA,15.317277,75.71389
â€˜Top priority for HIV/AIDS patientsâ€™,"June 16, 2007",KERALA,10.850516,76.27108
"Over 1,500 attend medical camp in Salem","June 16, 2007",TAMIL NADU,11.127123,78.656891
Nominations for micro entrepreneur award invited,"June 18, 2007",TAMIL NADU,11.127123,78.656891
Educational kits distributed,"June 17, 2007",KERALA,10.850516,76.27108
Pat for SHGs,"June 18, 2007",ANDHRA PRADESH,15.9129,79.73999
National conclave on social issues from today,"June 11, 2007",ANDHRA PRADESH,15.9129,79.73999
Inclusion through creativity,"June 11, 2007",KARNATAKA,15.317277,75.71389
HIV positive people seek representation in Govt. panels,"June 08, 2007",TAMIL NADU,11.127123,78.656891
"Over 98,000 people benefit in special medical camps","June 09, 2007",TAMIL NADU,11.127123,78.656891
&quot;Surge in HIV-affected seeking treatment&quot;,"June 10, 2007",TAMIL NADU,11.127123,78.656891
State to be partner in nano facility centre,"June 12, 2007",TAMIL NADU,11.127123,78.656891
HIV prevalence rate comes down in State,"June 12, 2007",TAMIL NADU,11.127123,78.656891
Coming together for bettering their lot,"June 12, 2007",ANDHRA PRADESH,15.9129,79.73999
Complaint against denial of treatment to HIV-infected,"June 14, 2007",KERALA,10.850516,76.27108
Recognition of humanitarian service comes belatedly,"June 14, 2007",ANDHRA PRADESH,15.9129,79.73999
Staffâ€™s gesture to HIV-affected children,"June 14, 2007",TAMIL NADU,11.127123,78.656891
Workshop on HIV,"June 04, 2007",ANDHRA PRADESH,15.9129,79.73999
Spreading the message of love,"June 05, 2007",TAMIL NADU,11.127123,78.656891
Judicial probe sought into attack on sex workers,"June 05, 2007",KARNATAKA,15.317277,75.71389
"Reporter's Diary: `Pen' too can play havoc, in every sense","June 05, 2007",ANDHRA PRADESH,15.9129,79.73999
In Chennai Today,"June 06, 2007",TAMIL NADU,11.127123,78.656891
A cause corporates `Connect' with,"June 06, 2007",ANDHRA PRADESH,15.9129,79.73999
Deaf youth empowerment camp,"June 07, 2007",TAMIL NADU,11.127123,78.656891
"Top priority for education and health care, says Collector","June 07, 2007",TAMIL NADU,11.127123,78.656891
500 take part in HSBC walkathon,"June 18, 2007",ANDHRA PRADESH,15.9129,79.73999
Chennai Today,"June 18, 2007",TAMIL NADU,11.127123,78.656891
KAVAL wants role for NGOs in plan process,"June 18, 2007",KERALA,10.850516,76.27108
Notebooks distributed,"June 19, 2007",TAMIL NADU,11.127123,78.656891
A positive sign indeed,"June 20, 2007",ANDHRA PRADESH,15.9129,79.73999
Stuck with orphaned children in twilight years,"June 20, 2007",ANDHRA PRADESH,15.9129,79.73999
